央视,#genre#
CCTV-9纪录,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225663/index.m3u8?servicetype=3&playseek={
CCTV-10科教,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226004/index.m3u8?servicetype=1
CCTV-10科教,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225704/index.m3u8?servicetype=1
CCTV-10科教,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV-10科教,https://migu.188766.xyz/?migutoken=3d0e19c9e0a2e31b95b6b213955f7c05&id=CCTV10&type=yy
CCTV-10科教,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226004/index.m3u8?servicetype=3&playseek={
CCTV-10科教,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225704/index.m3u8?servicetype=3&playseek={
CCTV-10科教,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226004/index.m3u8?servicetype=3
CCTV-11戏曲,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225895/index.m3u8?servicetype=1
CCTV-11戏曲,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225739/index.m3u8?servicetype=1
CCTV-11戏曲,https://migu.188766.xyz/?migutoken=f6f4653e471a9cbb31051a81ccd9b51f&id=CCTV11&type=yy
CCTV-11戏曲,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225895/index.m3u8?servicetype=3&playseek={
CCTV-11戏曲,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225739/index.m3u8?servicetype=3&playseek={
CCTV-11戏曲,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225895/index.m3u8?servicetype=3
CCTV-12社会与法,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226013/index.m3u8?servicetype=1
CCTV-12社会与法,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225645/index.m3u8?servicetype=1
CCTV-12社会与法,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV-12社会与法,https://migu.188766.xyz/?migutoken=c227d4ee7c51ebe4b964ce6d4431e8e2&id=CCTV12&type=yy
CCTV-12社会与法,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226013/index.m3u8?servicetype=3&playseek={
CCTV-12社会与法,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225645/index.m3u8?servicetype=3&playseek={
CCTV-12社会与法,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226013/index.m3u8?servicetype=3
CCTV-13新闻,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226046/index.m3u8?servicetype=1
CCTV-13新闻,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225742/index.m3u8?servicetype=1
CCTV-13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13新闻,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV-13新闻,https://migu.188766.xyz/?migutoken=fb85e8db282bec44bfccee83962f51d2&id=CCTV13&type=yy
CCTV-13新闻,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226046/index.m3u8?servicetype=3&playseek={
CCTV-13新闻,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225742/index.m3u8?servicetype=3&playseek={
CCTV-14少儿,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225901/index.m3u8?servicetype=1
CCTV-14少儿,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225648/index.m3u8?servicetype=1
CCTV-14少儿,https://migu.188766.xyz/?migutoken=fce42c3e6f189bf629c1e7cab35c3cc8&id=CCTV14&type=yy
CCTV-14少儿,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225901/index.m3u8?servicetype=3&playseek={
CCTV-14少儿,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225648/index.m3u8?servicetype=3&playseek={
CCTV-14少儿,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225901/index.m3u8?servicetype=3
CCTV-15音乐,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225945/index.m3u8?servicetype=1
CCTV-15音乐,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225693/index.m3u8?servicetype=1
CCTV-15音乐,https://migu.188766.xyz/?migutoken=a5d1ea8429028c31304db796ba438732&id=CCTV15&type=yy
CCTV-15音乐,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225945/index.m3u8?servicetype=3&playseek={
CCTV-16奥林匹克,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225937/index.m3u8?servicetype=1
CCTV-16奥林匹克,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225956/index.m3u8?servicetype=1
CCTV-16奥林匹克,http://36.136.13.250:8811/tsfile/live/faacts/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16奥林匹克,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225937/index.m3u8?servicetype=3&playseek={
CCTV-16奥林匹克,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225956/index.m3u8?servicetype=3&playseek={
CCTV-17农业农村,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225910/index.m3u8?servicetype=1
CCTV-17农业农村,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225766/index.m3u8?servicetype=1
CCTV-17农业农村,https://migu.188766.xyz/?migutoken=10c9ac776fedbe9dd8cff4f9b16bc0ee&id=CCTV17&type=yy
CCTV-17农业农村,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225910/index.m3u8?servicetype=3&playseek={
CCTV-3综艺,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225916/index.m3u8?servicetype=3&playseek={
CCTV-3综艺,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225713/index.m3u8?servicetype=3&playseek={
CCTV-3综艺,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225916/index.m3u8?servicetype=3
CCTV-3综艺,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225713/index.m3u8?servicetype=3
CCTV-4中文国际,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225922/index.m3u8?servicetype=3&playseek={
CCTV-5体育,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100
CCTV-6电影,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225936/index.m3u8?servicetype=3&playseek={
CCTV-7国防军事,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225892/index.m3u8?servicetype=3
CCTV-7国防军事,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225700/index.m3u8?servicetype=3
CCTV-8电视剧,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226001/index.m3u8?servicetype=3&playseek={
CCTV-8电视剧,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225716/index.m3u8?servicetype=3&playseek={
CCTV-10科教,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225704/index.m3u8?servicetype=3
CCTV-14少儿,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225648/index.m3u8?servicetype=3
CCTV-15音乐,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225693/index.m3u8?servicetype=3&playseek={
CCTV-15音乐,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225945/index.m3u8?servicetype=3
CCTV-17农业农村,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225766/index.m3u8?servicetype=3&playseek={
CCTV-4中文国际,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225761/index.m3u8?servicetype=3&playseek={
CCTV-6电影,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225715/index.m3u8?servicetype=3&playseek={
CCTV-17农业农村,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225910/index.m3u8?servicetype=3
CCTV-1综合,https://migu.188766.xyz/?migutoken=ea00510ce7092447a39c6c1a8a30f447&id=CCTV1&type=yy
CCTV-2财经,https://migu.188766.xyz/?migutoken=599c110e2818f9aca65635c52cd38cb8&id=CCTV2&type=yy
CCTV-3综艺,https://migu.188766.xyz/?migutoken=f115dfbec7a6bf3e44a33d110f1ce62f&id=CCTV3&type=yy
CCTV-4中文国际,https://migu.188766.xyz/?migutoken=116a3108e9dbae1bace7a84baeda2fe0&id=CCTV4&type=yy
CCTV-4中文国际,https://migu.188766.xyz/?migutoken=ca0eb2c4526136e66257c1175a90ceec&id=CCTV4%E6%AC%A7%E6%B4%B2&type=yy
CCTV-4中文国际,https://migu.188766.xyz/?migutoken=d25c5db6ac5f18cdcb86ca1726eff3cc&id=CCTV4%E7%BE%8E%E6%B4%B2&type=yy
CCTV-4中文国际,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225922/index.m3u8?servicetype=3
CCTV-4中文国际,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225761/index.m3u8?servicetype=3
CCTV-5+体育赛事,https://migu.188766.xyz/?migutoken=90c6c30caabd2ffb89405cf2a3fdcac5&id=CCTV5&type=yy
CCTV-6电影,https://migu.188766.xyz/?migutoken=6887f6a45a63096a7b195788ef2361bc&id=CCTV6&type=yy
CCTV-6电影,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225936/index.m3u8?servicetype=3
CCTV-7国防军事,https://migu.188766.xyz/?migutoken=4b411666792be32de660ea245584e4dd&id=CCTV7&type=yy
CCTV-8电视剧,https://migu.188766.xyz/?migutoken=89acc6bd464b995c330ea78a8852c195&id=CCTV8&type=yy
CCTV-8电视剧,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226001/index.m3u8?servicetype=3
CCTV-9纪录,https://migu.188766.xyz/?migutoken=416fa4069f926a3d332687553ffb34a0&id=CCTV9&type=yy
CCTV-9纪录,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225939/index.m3u8?servicetype=3
CCTV-9纪录,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225663/index.m3u8?servicetype=3
CCTV-10科教,https://migu.188766.xyz/?migutoken=d914edf27df07b0ab85ae7eaa9948de4&id=CCTV10&type=yy
CCTV-11戏曲,https://migu.188766.xyz/?migutoken=292ce3f7844a769a5be1b21ca6ca48a9&id=CCTV11&type=yy
CCTV-11戏曲,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225739/index.m3u8?servicetype=3
CCTV-12社会与法,https://migu.188766.xyz/?migutoken=f9a735ddd31fb518d897d49bb88b07c8&id=CCTV12&type=yy
CCTV-12社会与法,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225645/index.m3u8?servicetype=3
CCTV-13新闻,https://migu.188766.xyz/?migutoken=c4fa3bbb998b7551ee787c0aaff18798&id=CCTV13&type=yy
CCTV-13新闻,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226046/index.m3u8?servicetype=3
CCTV-15音乐,https://migu.188766.xyz/?migutoken=83f754ce7042282a8dc4ec08db5b22d2&id=CCTV15&type=yy
CCTV-15音乐,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225693/index.m3u8?servicetype=3
CCTV-16奥林匹克,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225937/index.m3u8?servicetype=3
CCTV-16奥林匹克,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225956/index.m3u8?servicetype=3
CCTV-17农业农村,https://migu.188766.xyz/?migutoken=bd31dcc932beac008dd1a8e9f3d4c950&id=CCTV17&type=yy
CCTV-17农业农村,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225766/index.m3u8?servicetype=3

卫视,#genre#
广西卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225767/index.m3u8?servicetype=1
广西卫视,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
广东卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225913/index.m3u8?servicetype=1
广东卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225666/index.m3u8?servicetype=1
广东卫视,http://36.136.13.250:8811/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,https://p2.vzan.com/slowlive/677282322271134305/live.m3u8
湖南卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225919/index.m3u8?servicetype=1
湖南卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225719/index.m3u8?servicetype=1
湖南卫视,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8?contentid=2820180516001
湖南卫视,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8?contentid=2820180516001
湖南卫视,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
湖南卫视,https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
浙江卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225928/index.m3u8?servicetype=1
浙江卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225731/index.m3u8?servicetype=1
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
江苏卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226025/index.m3u8?servicetype=1
江苏卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225722/index.m3u8?servicetype=1
江苏卫视,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
东方卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225942/index.m3u8?servicetype=1
东方卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225718/index.m3u8?servicetype=1
东方卫视,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,http://bp-livetytv.bestv.cn/ch/bestvxwzh.m3u8
北京卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225889/index.m3u8?servicetype=1
北京卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225651/index.m3u8?servicetype=1
北京卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225995/index.m3u8?servicetype=1
北京卫视,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001
深圳卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225951/index.m3u8?servicetype=1
深圳卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1
深圳卫视,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8
天津卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226022/index.m3u8?servicetype=1
天津卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225675/index.m3u8?servicetype=1
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8
天津卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226022/index.m3u8?servicetype=3&playseek={
天津卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225675/index.m3u8?servicetype=3&playseek={
天津卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226022/index.m3u8?servicetype=3
天津卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225675/index.m3u8?servicetype=3
山东卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226010/index.m3u8?servicetype=1
山东卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225672/index.m3u8?servicetype=1
安徽卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225886/index.m3u8?servicetype=1
安徽卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225701/index.m3u8?servicetype=1
安徽卫视,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8?contentid=2820180516001
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
辽宁卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226007/index.m3u8?servicetype=1
辽宁卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225779/index.m3u8?servicetype=1
辽宁卫视,https://ls.qingting.fm/live/1099/64k.m3u8
湖北卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225954/index.m3u8?servicetype=1
湖北卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225721/index.m3u8?servicetype=1
湖北卫视,http://112.27.235.94:8000/hls/41/index.m3u8
黑龙江卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226019/index.m3u8?servicetype=1
黑龙江卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225734/index.m3u8?servicetype=1
黑龙江卫视,https://ls.qingting.fm/live/4972/64k.m3u8
四川卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225757/index.m3u8?servicetype=1
四川卫视,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
四川卫视,https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
重庆卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225898/index.m3u8?servicetype=1
重庆卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225745/index.m3u8?servicetype=1
重庆卫视,http://yp.qqqtv.top/1/api.php?id=%E9%87%8D%E5%BA%86%E5%8D%AB%E8%A7%86HD&auth=666858
重庆卫视,http://yp.qqqtv.top/1/api.php?id=%E9%87%8D%E5%BA%86%E7%A4%BE%E4%BC%9A%E4%B8%8E%E6%B3%95&auth=666858
江西卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225957/index.m3u8?servicetype=1
江西卫视,http://112.27.235.94:8000/hls/44/index.m3u8
江西卫视,https://migu.188766.xyz/?migutoken=391ea2cd06e3ff1abc0eb0e25f0396a5&id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86&type=yy
江西卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225957/index.m3u8?servicetype=3&playseek={
江西卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225957/index.m3u8?servicetype=3
东南卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225904/index.m3u8?servicetype=1
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东南卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225904/index.m3u8?servicetype=3&playseek={
东南卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221225904/index.m3u8?servicetype=3
贵州卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225770/index.m3u8?servicetype=1
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8
云南卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225794/index.m3u8?servicetype=1
云南卫视,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
云南卫视,https://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
云南卫视,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
山西卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226398/index.m3u8?servicetype=3&playseek={
山西卫视,http://cdnrrs.gx.chinamobile.com/TVOD/77777777/224/3221226398/index.m3u8?servicetype=3
山西卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226398/index.m3u8?servicetype=1
